rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,lastName,firstName,country_cpi,country_gdp,country_population,country_lat,country_long
1516,2.0,Manufacturing,Michal Strnad,30.0,Czech Republic,,Defense Contracting,Manufacturing,Czech Republic,False,M,8/4/1992 0:00,Strnad ,Michal,,,,49.817492,15.472962
1516,2.0,Fashion & Retail,Sylvia Stroeher,67.0,Germany,Darmstadt,Cosmetics,Fashion & Retail,Germany,False,F,5/30/1955 0:00,Stroeher,Sylvia,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
1516,2.0,Technology,Otto Toto Sugiri,69.0,Indonesia,Jakarta,Data centers,Technology,Indonesia,True,M,9/23/1953 0:00,Sugiri,Otto Toto,151.18,"$1,119,190,780,753 ",270203917.0,-0.789275,113.921327
1516,2.0,Sports,Larry Tanenbaum,77.0,Canada,Toronto,Sports,Sports,Canada,True,M,7/1/1945 0:00,Tanenbaum,Larry,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
1516,2.0,Finance & Investments,Wichai Thongtang,76.0,Thailand,Bangkok,Investments,Finance & Investments,Thailand,True,M,1/1/1947 0:00,Thongtang,Wichai,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541
1516,2.0,Finance & Investments,Ion Tiriac,83.0,Romania,Bucharest,"Banking, insurance",Finance & Investments,Romania,True,M,5/9/1939 0:00,Tiriac,Ion,123.78,"$250,077,444,017 ",19356544.0,45.943161,24.96676
1516,2.0,Metals & Mining,Hope Welker,37.0,United States,New York,Mining,Metals & Mining,Australia,False,F,8/13/1985 0:00,Welker,Hope,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1516,2.0,Manufacturing,William Young,82.0,United States,Ypsilanti,Plastics,Manufacturing,United States,True,M,1/1/1941 0:00,Young,William,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1516,2.0,Fashion & Retail,Ales Zavoral,46.0,Czech Republic,,E-commerce,Fashion & Retail,Czech Republic,True,M,10/24/1976 0:00,Zavoral,Ales,,,,49.817492,15.472962
1516,2.0,Technology,Zhang Fan,57.0,China,Shenzhen,Touch screens,Technology,China,True,M,12/29/1965 0:00,Zhang,Fan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1516,2.0,Technology,Shilong Zhang & family,57.0,China,Beijing,Semiconductor,Technology,China,True,M,1/1/1966 0:00,Zhang,Shilong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1516,2.0,Manufacturing,Zhang Wanzhen,73.0,China,Chaozhou,Electronics components,Manufacturing,China,True,M,12/1/1949 0:00,Zhang,Wanzhen,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1516,2.0,Technology,Hongfei Zhao,48.0,China,Beijing,Software,Technology,China,True,M,6/1/1974 0:00,Zhao,Hongfei,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1516,2.0,Energy,Zhou Jian,46.0,China,Shenzhen,Solar energy equipment,Energy,China,True,M,7/1/1976 0:00,Zhou,Jian,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1516,2.0,Healthcare,Zhu Yiwen & family,59.0,China,Shanghai,Healthcare,Healthcare,China,True,M,1/1/1964 0:00,Zhu,Yiwen,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Diversified,Roberto Angelini Rossi,74.0,Chile,Santiago,"Forestry, mining",Diversified,Chile,False,M,7/30/1948 0:00,Angelini Rossi,Roberto,131.91,"$282,318,159,745 ",18952038.0,-35.675147,-71.542969
1575,1.9,Energy,Mika Anttonen,56.0,Finland,Helsinki,Oil & gas,Energy,Finland,True,M,12/18/1966 0:00,Anttonen,Mika,112.33,"$268,761,201,365 ",5520314.0,61.92411,25.748151
1575,1.9,Sports,David Blitzer,53.0,United States,New York,Sports,Sports,United States,True,M,9/7/1969 0:00,Blitzer,David,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Finance & Investments,Julio Bozano,87.0,Brazil,Rio de Janeiro,Banking,Finance & Investments,Brazil,True,M,2/1/1936 0:00,Bozano,Julio,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
1575,1.9,Energy,Nikolai Buinov,55.0,Russia,Irkutsk,"Oil, gas",Energy,Russia,True,M,7/9/1967 0:00,Buinov,Nikolai,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
1575,1.9,Fashion & Retail,Nicola Bulgari,82.0,Italy,Rome,Luxury goods,Fashion & Retail,Italy,False,M,1/16/1941 0:00,Bulgari,Nicola,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
1575,1.9,Fashion & Retail,"Howard Butt, III. & family",71.0,United States,San Antonio,Supermarkets,Fashion & Retail,United States,False,M,4/4/1952 0:00,Butt,Howard,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Fashion & Retail,Stephen Butt & family,67.0,United States,,Supermarkets,Fashion & Retail,United States,False,M,5/24/1955 0:00,Butt,Stephen,,,,37.09024,-95.712891
1575,1.9,Fashion & Retail,Jianxing Che,56.0,China,Shanghai,Furniture retailing,Fashion & Retail,China,True,M,7/18/1966 0:00,Che,Jianxing,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Manufacturing,Huxiong Chen,52.0,China,Shanghai,Stationery,Manufacturing,China,True,M,7/1/1970 0:00,Chen,Huxiong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Energy,Chen Qiongxiang,,China,Ningde,Batteries,Energy,China,True,F,,Chen,Qiongxiang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Technology,Chen Zhisong,57.0,China,Xiamen,Communication equipment,Technology,China,True,M,1/7/1966 0:00,Chen,Zhisong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Diversified,Manas Chiaravanond,,Thailand,Bangkok,Diversified,Diversified,Thailand,False,M,,Chiaravanond,Manas,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541
1575,1.9,Diversified,Prathip Chiravanond,74.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,M,10/21/1948 0:00,Chiravanond,Prathip,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541
1575,1.9,Food & Beverage,Alexandra Daitch,60.0,United States,Old Lyme,Cargill,Food & Beverage,United States,False,F,1/1/1963 0:00,Daitch,Alexandra,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Food & Beverage,Sol Daurella,57.0,Spain,Madrid,Coca-Cola bottler,Food & Beverage,Spain,False,F,1/1/1966 0:00,Daurella,Sol,110.96,"$1,394,116,310,769 ",47076781.0,40.463667,-3.74922
1575,1.9,Sports,Mark Davis,67.0,United States,Henderson,Las Vegas Raiders,Sports,United States,False,M,5/18/1955 0:00,Davis,Mark,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Finance & Investments,James Dinan,63.0,United States,North Salem,Hedge funds,Finance & Investments,United States,True,M,5/22/1959 0:00,Dinan,James,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Healthcare,Dong Fan,53.0,China,Zhuhai,Medical devices,Healthcare,China,True,M,,Dong,Fan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Automotive,Fritz Draexlmaier,,Germany,Landshut,Auto parts,Automotive,Germany,False,M,,Draexlmaier,Fritz,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
1575,1.9,Diversified,Bulent Eczacibasi,73.0,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,False,M,12/25/1949 0:00,Eczacibasi,Bulent,234.44,"$754,411,708,203 ",83429615.0,38.963745,35.243322
1575,1.9,Diversified,Faruk Eczacibasi,68.0,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,False,M,6/15/1954 0:00,Eczacibasi,Faruk,234.44,"$754,411,708,203 ",83429615.0,38.963745,35.243322
1575,1.9,Diversified,Eduardo Eurnekian,90.0,Argentina,Buenos Aires,"Airports, investments",Diversified,Argentina,True,M,12/4/1932 0:00,Eurnekian,Eduardo,232.75,"$449,663,446,954 ",44938712.0,-38.416097,-63.616672
1575,1.9,Real Estate,David Fong,65.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,M,5/29/1957 0:00,Fong,David,,,,,
1575,1.9,Fashion & Retail,Guo Zhenyu & family,59.0,China,Kunming,Cosmetics,Fashion & Retail,Canada,True,M,11/1/1963 0:00,Guo,Zhenyu,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Manufacturing,Surjit Kumar Gupta,81.0,India,Delhi,Electrical equipment,Manufacturing,India,False,M,1/13/1942 0:00,Gupta,Surjit Kumar,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1575,1.9,Diversified,Caroline Hagen Kjos,39.0,Switzerland,Wollerau,Conglomerate,Diversified,Norway,False,F,1/1/1984 0:00,Hagen Kjos,Caroline,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
1575,1.9,Finance & Investments,Roberto Hernandez Ramirez,81.0,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,True,M,3/24/1942 0:00,Hernandez Ramirez,Roberto,141.54,"$1,258,286,717,125 ",126014024.0,23.634501,-102.552784
1575,1.9,Technology,Reid Hoffman,55.0,United States,Palo Alto,LinkedIn,Technology,United States,True,M,8/5/1967 0:00,Hoffman,Reid,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Manufacturing,Hu Rongda & family,64.0,China,Jinhua,Chemicals,Manufacturing,China,True,M,1/1/1959 0:00,Hu,Rongda,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Real Estate,"B. Wayne Hughes, Jr.",63.0,United States,Jackson,Storage facilities,Real Estate,United States,False,M,5/27/1959 0:00,Hughes,B. Wayne,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Real Estate,Hui Wing Mau,72.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,M,7/1/1950 0:00,Hui,Wing Mau,,,,,
1575,1.9,Finance & Investments,Scott Kapnick,64.0,United States,Naples,Private equity,Finance & Investments,United States,True,M,2/9/1959 0:00,Kapnick,Scott,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Finance & Investments,Richard Kayne,77.0,United States,Santa Monica,Investments,Finance & Investments,United States,True,M,1/1/1946 0:00,Kayne,Richard,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Finance & Investments,Dominika Kulczyk,45.0,United Kingdom,London,Diversified,Finance & Investments,Poland,False,F,7/30/1977 0:00,Kulczyk,Dominika,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
1575,1.9,Finance & Investments,Edward Lampert,60.0,United States,Miami Beach,Sears,Finance & Investments,United States,True,M,7/19/1962 0:00,Lampert,Edward,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Diversified,Somsri Lamsam,,Thailand,Bangkok,Diversified,Diversified,Thailand,False,M,,Lamsam,Somsri,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541
1575,1.9,Food & Beverage,James Leprino,85.0,United States,Indian Hills,Cheese,Food & Beverage,United States,False,M,11/22/1937 0:00,Leprino,James,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Real Estate,David Lichtenstein,61.0,United States,Monsey,Real estate,Real Estate,United States,True,M,11/21/1961 0:00,Lichtenstein,David,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Real Estate,Lin Dingqiang & family,56.0,China,Beijing,Real estate,Real Estate,Hong Kong,True,M,10/1/1966 0:00,Lin,Dingqiang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Food & Beverage,Sarah MacMillan,69.0,United States,Los Angeles,Cargill,Food & Beverage,United States,False,F,1/1/1954 0:00,MacMillan,Sarah,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Telecom,Strive Masiyiwa,62.0,United Kingdom,London,Telecom,Telecom,Zimbabwe,True,M,1/29/1961 0:00,Masiyiwa,Strive,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
1575,1.9,Fashion & Retail,Robert Miller,89.0,Hong Kong,Hong Kong,Retail,Fashion & Retail,United Kingdom,True,M,5/23/1933 0:00,Miller,Robert,,,,,
1575,1.9,Technology,Simon Nixon,55.0,United Kingdom,"St. Brelade, Jersey",Price comparison website,Technology,United Kingdom,True,M,8/1/1967 0:00,Nixon,Simon,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
1575,1.9,Food & Beverage,Kentaro Ogawa,74.0,Japan,Tokyo,Restaurants,Food & Beverage,Japan,True,M,7/1/1948 0:00,Ogawa,Kentaro,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924
1575,1.9,Manufacturing,Ajay Parekh,65.0,India,Mumbai,Adhesives,Manufacturing,India,False,M,6/23/1957 0:00,Parekh,Ajay,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1575,1.9,Manufacturing,Narendrakumar Parekh,84.0,India,Mumbai,Adhesives,Manufacturing,India,False,M,4/17/1938 0:00,Parekh,Narendrakumar,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1575,1.9,Finance & Investments,Jennifer Pritzker,72.0,United States,Chicago,"Hotels, investments",Finance & Investments,United States,False,F,8/13/1950 0:00,Pritzker,Jennifer,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Fashion & Retail,G. Rajendran,80.0,India,Chennai,Jewellery,Fashion & Retail,India,True,M,10/5/1942 0:00,Rajendran,G.,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1575,1.9,Manufacturing,Ren Jianhua,66.0,China,Hangzhou,Kitchen appliances,Manufacturing,China,True,M,8/1/1956 0:00,Ren,Jianhua,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Finance & Investments,Larry Robbins,53.0,United States,Alpine,Hedge funds,Finance & Investments,United States,True,M,10/21/1969 0:00,Robbins,Larry,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Construction & Engineering,Dwight Schar,81.0,United States,Palm Beach,"Homebuilding, NFL team",Construction & Engineering,United States,True,M,2/8/1942 0:00,Schar,Dwight,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Energy,Shao Jianxiong,,China,Hangzhou,Photovoltaics,Energy,China,True,M,,Shao,Jianxiong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Manufacturing,Qinxiang Shao,68.0,China,Hangzhou,Diversified,Manufacturing,China,True,M,9/1/1954 0:00,Shao,Qinxiang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Technology,Hua Shen,60.0,China,Jiaxing,Semiconductors,Technology,United States,True,M,1/1/1963 0:00,Shen,Hua,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Manufacturing,Shi Wen-long,95.0,Taiwan,Tainan,Plastics,Manufacturing,Taiwan,True,M,2/1/1928 0:00,Shi,Wen-long,,,,,
1575,1.9,Finance & Investments,Peter Sondakh,73.0,Indonesia,Surabaya,Investments,Finance & Investments,Indonesia,True,M,2/26/1950 0:00,Sondakh,Peter,151.18,"$1,119,190,780,753 ",270203917.0,-0.789275,113.921327
1575,1.9,Food & Beverage,Lucy Stitzer,63.0,United States,Greenwich,Cargill,Food & Beverage,United States,False,F,1/1/1960 0:00,Stitzer,Lucy,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Diversified,Elizabeth Sy,70.0,Philippines,Manila,Diversified,Diversified,Philippines,False,F,6/1/1952 0:00,Sy,Elizabeth,129.61,"$376,795,508,680 ",108116615.0,12.879721,121.774017
1575,1.9,Manufacturing,Hermanto Tanoko,60.0,Indonesia,Surabaya,Paints,Manufacturing,Indonesia,False,M,9/17/1962 0:00,Tanoko,Hermanto,151.18,"$1,119,190,780,753 ",270203917.0,-0.789275,113.921327
1575,1.9,Construction & Engineering,Mehmet Sinan Tara,64.0,Turkey,Istanbul,Construction,Construction & Engineering,Turkey,False,M,5/24/1958 0:00,Tara,Mehmet Sinan,234.44,"$754,411,708,203 ",83429615.0,38.963745,35.243322
1575,1.9,Fashion & Retail,Masateru Uno & family,76.0,Japan,Fukuoka,Drugstores,Fashion & Retail,Japan,True,M,2/6/1947 0:00,Uno,Masateru,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924
1575,1.9,Energy,Vardis Vardinoyannis & family,90.0,Greece,Athens,Oil and gas,Energy,Greece,True,M,1/1/1933 0:00,Vardinoyannis & family,Vardis,101.87,"$209,852,761,469 ",10716322.0,39.074208,21.824312
1575,1.9,Real Estate,Jitendra Virwani,57.0,India,Bangalore,Real estate,Real Estate,India,False,M,2/18/1966 0:00,Virwani,Jitendra,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1575,1.9,Real Estate,Wang Chaobin,67.0,China,Zhengzhou,Real estate,Real Estate,China,True,M,1/1/1956 0:00,Wang,Chaobin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Fashion & Retail,Wang Ren-sheng,91.0,China,Zhengzhou,Retail,Fashion & Retail,Taiwan,True,M,12/1/1931 0:00,Wang,Ren-sheng,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Food & Beverage,Charlotte Colket Weber,80.0,United States,Hobe Sound,Campbell Soup,Food & Beverage,United States,False,F,11/19/1942 0:00,Weber,Charlotte Colket,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1575,1.9,Healthcare,Xie Juhua & family,72.0,China,Nanjing,Pharmaceuticals,Healthcare,China,False,F,1/1/1951 0:00,Xie,Juhua,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Manufacturing,Chuanhua Xu & family,88.0,China,Hangzhou,"Chemicals, logistics",Manufacturing,China,True,M,1/1/1935 0:00,Xu,Chuanhua,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Finance & Investments,Gavril Yushvaev & family,65.0,Israel,,"Precious metals, real estate",Finance & Investments,Russia,True,M,7/23/1957 0:00,Yushvaev,Gavril,108.15,"$395,098,666,122 ",9053300.0,31.046051,34.851612
1575,1.9,Diversified,Zhang Hongwei,68.0,China,Beijing,"Oil, banking",Diversified,China,True,M,12/26/1954 0:00,Zhang,Hongwei,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1575,1.9,Manufacturing,Anita Zucker,71.0,United States,Charleston,Chemicals,Manufacturing,United States,False,F,1/19/1952 0:00,Zucker,Anita,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Technology,Cameron Adams,43.0,Australia,Sydney,Software,Technology,Australia,True,M,12/26/1979 0:00,Adams,Cameron,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
1647,1.8,Fashion & Retail,Will Adderley,51.0,United Kingdom,,Home furnishings,Fashion & Retail,United Kingdom,False,M,3/4/1972 0:00,Adderley,Will,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
1647,1.8,Diversified,Faisal Bin Qassim Al Thani,75.0,Qatar,Doha,"Hotels, diversified",Diversified,Qatar,True,M,1/1/1948 0:00,Al Thani,Faisal Bin Qassim,115.38,"$183,466,208,791 ",2832067.0,25.354826,51.183884
1647,1.8,Sports,Leslie Alexander,79.0,United States,Houston,Sports team,Sports,United States,True,M,6/30/1943 0:00,Alexander,Leslie,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Real Estate,Masaaki Arai,57.0,Japan,Tokyo,Home sales,Real Estate,Japan,True,M,10/29/1965 0:00,Arai,Masaaki,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924
1647,1.8,Fashion & Retail,Sabrina Benetton,49.0,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,False,F,10/4/1973 0:00,Benetton,Sabrina,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
1647,1.8,Technology,Sanjeev Bikhchandani,59.0,India,Delhi,Internet,Technology,India,True,M,6/29/1963 0:00,Bikhchandani,Sanjeev,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1647,1.8,Finance & Investments,O. Francis Biondi,58.0,United States,New York,Hedge funds,Finance & Investments,United States,True,M,7/4/1964 0:00,Biondi,O. Francis,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Energy,Alejandro Bulgheroni,78.0,Uruguay,Manantiales,Oil & gas,Energy,Argentina,False,M,11/1/1944 0:00,Bulgheroni,Alejandro,202.92,"$56,045,912,952 ",3461734.0,-32.522779,-55.765835
1647,1.8,Food & Beverage,R.G. Chandramogan,74.0,India,Chennai,Dairy,Food & Beverage,India,True,M,3/1/1949 0:00,Chandramogan,R.G.,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1647,1.8,Diversified,Binod Chaudhary,67.0,Nepal,Kathmandu,Diversified,Diversified,Nepal,False,M,4/14/1955 0:00,Chaudhary,Binod,188.73,"$30,641,380,604 ",28608710.0,28.394857,84.124008
1647,1.8,Technology,Parker Conrad,42.0,United States,San Francisco,Software,Technology,United States,True,M,4/13/1980 0:00,Conrad,Parker,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Technology,Tim Cook,62.0,United States,Cupertino,Apple,Technology,United States,True,M,11/1/1960 0:00,Cook,Tim,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Finance & Investments,Mark Coombs,62.0,United Kingdom,London,Finance,Finance & Investments,United Kingdom,True,M,1/1/1961 0:00,Coombs,Mark,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
1647,1.8,Media & Entertainment,John de Mol,68.0,Netherlands,Blaricum,TV programs,Media & Entertainment,Netherlands,True,M,3/24/1955 0:00,de Mol,John,115.91,"$909,070,395,161 ",17332850.0,52.132633,5.291266
1647,1.8,Construction & Engineering,D. Leopoldo Del Pino,60.0,Spain,Madrid,Construction,Construction & Engineering,Spain,False,M,7/30/1962 0:00,Del Pino,D. Leopoldo,110.96,"$1,394,116,310,769 ",47076781.0,40.463667,-3.74922
1647,1.8,Technology,Diao Zhizhong,59.0,China,Beijing,Software,Technology,China,True,M,11/6/1963 0:00,Diao,Zhizhong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1647,1.8,Healthcare,Robert Duggan,78.0,United States,Clearwater,Pharmaceuticals,Healthcare,United States,True,M,4/28/1944 0:00,Duggan,Robert,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Sports,James France,78.0,United States,Daytona Beach,"Nascar, racing",Sports,United States,False,M,10/24/1944 0:00,France,James,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Healthcare,Phillip Frost,86.0,United States,Miami Beach,Pharmaceuticals,Healthcare,United States,True,M,11/11/1936 0:00,Frost,Phillip,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Finance & Investments,Jayme Garfinkel & family,77.0,Brazil,Sao Paulo,Insurance,Finance & Investments,Brazil,False,M,11/30/1945 0:00,Garfinkel,Jayme,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
1647,1.8,Food & Beverage,Christopher Goldsbury,80.0,United States,San Antonio,Salsa,Food & Beverage,United States,False,M,1/1/1943 0:00,Goldsbury,Christopher,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Healthcare,Yusuf Hamied,86.0,India,Mumbai,Pharmaceuticals,Healthcare,India,False,M,7/26/1936 0:00,Hamied,Yusuf,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1647,1.8,Finance & Investments,Brian Higgins,58.0,United States,New York,Hedge funds,Finance & Investments,United States,True,M,2/8/1965 0:00,Higgins,Brian,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Real Estate,Wei Huang,63.0,China,Hangzhou,Real estate,Real Estate,China,True,M,9/30/1959 0:00,Huang,Wei,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1647,1.8,Automotive,Yintai Jiang & family,72.0,China,Shanghai,Auto parts,Automotive,China,True,M,7/30/1950 0:00,Jiang,Yintai,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1647,1.8,Healthcare,Lei Jin,57.0,China,Changchun,Pharmaceuticals,Healthcare,China,True,M,8/1/1965 0:00,Jin,Lei,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1647,1.8,Healthcare,Jin Lei & family,68.0,China,Beijing,Medical equipment,Healthcare,China,True,M,9/23/1954 0:00,Jin,Lei,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1647,1.8,Technology,Valentin Kipyatkov,46.0,Cyprus,Peyia,Software,Technology,Cyprus,True,M,6/5/1976 0:00,Kipyatkov,Valentin,102.51,"$24,564,647,935 ",1198575.0,35.126413,33.429859
1647,1.8,Diversified,Koo Kwang-mo,45.0,South Korea,Seoul,LG,Diversified,South Korea,False,M,1/23/1978 0:00,Koo,Kwang-mo,115.16,"$2,029,000,000,000 ",51709098.0,35.907757,127.766922
1647,1.8,Technology,George Kurtz,52.0,United States,Paradise Valley,Security software,Technology,United States,True,M,10/1/1970 0:00,Kurtz,George,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Sports,Joe Lacob,67.0,United States,Atherton,Golden State Warriors,Sports,United States,True,M,1/10/1956 0:00,Lacob,Joe,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Technology,Joe Lau,33.0,United States,Stanford,"Blockchain, technology",Technology,United States,True,M,7/1/1989 0:00,Lau,Joe,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1647,1.8,Diversified,Louise Lindh,43.0,Sweden,Stockholm,Investments,Diversified,Sweden,False,F,10/20/1979 0:00,Lindh,Louise,110.51,"$530,832,908,738 ",10285453.0,60.128161,18.643501
1647,1.8,Metals & Mining,Luo Yangyong & family,47.0,China,Panzhihua,Mining,Metals & Mining,China,True,M,6/2/1975 0:00,Luo,Yangyong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1647,1.8,Media & Entertainment,Joao Roberto Marinho,69.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,M,9/16/1953 0:00,Marinho,Joao Roberto,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
1647,1.8,Media & Entertainment,Jose Roberto Marinho,67.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,M,12/26/1955 0:00,Marinho,Jose Roberto,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
1647,1.8,Media & Entertainment,Roberto Irineu Marinho,75.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,M,10/13/1947 0:00,Marinho,Roberto Irineu,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
